feature,importance,original_feature,feature_group
categorical__route_Lexington → Corpus Christi,0.0,route_Lexington → Corpus Christi,route
categorical__route_Lexington → Columbia,0.0,route_Lexington → Columbia,route
categorical__route_Lexington → Chattanooga,0.0,route_Lexington → Chattanooga,route
categorical__route_Lexington → Charleston,0.0,route_Lexington → Charleston,route
categorical__route_Lexington → Buffalo,0.0,route_Lexington → Buffalo,route
categorical__route_Lexington → Boston,0.0,route_Lexington → Boston,route
categorical__route_Lexington → Birmingham,0.0,route_Lexington → Birmingham,route
categorical__route_Lexington → Baltimore,0.0,route_Lexington → Baltimore,route
categorical__route_Lexington → Austin,0.0,route_Lexington → Austin,route
categorical__route_Lexington → Atlanta,0.0,route_Lexington → Atlanta,route
categorical__route_Lexington → Amarillo,0.0,route_Lexington → Amarillo,route
categorical__route_Lexington → Los Angeles,0.0,route_Lexington → Los Angeles,route
categorical__route_Lexington → Little Rock,0.0,route_Lexington → Little Rock,route
categorical__route_Lexington → Las Vegas,0.0,route_Lexington → Las Vegas,route
categorical__route_Lexington → Kansas City,0.0,route_Lexington → Kansas City,route
categorical__route_Lexington → Jacksonville,0.0,route_Lexington → Jacksonville,route
categorical__route_Lexington → Indianapolis,0.0,route_Lexington → Indianapolis,route
categorical__route_Lexington → Houston,0.0,route_Lexington → Houston,route
categorical__route_Lexington → Hartford,0.0,route_Lexington → Hartford,route
categorical__route_Lexington → Harrisburg,0.0,route_Lexington → Harrisburg,route
categorical__route_Lexington → Greensboro,0.0,route_Lexington → Greensboro,route
categorical__route_Lexington → Grand Rapids,0.0,route_Lexington → Grand Rapids,route
categorical__route_Lexington → Fort Wayne,0.0,route_Lexington → Fort Wayne,route
categorical__route_Lexington → El Paso,0.0,route_Lexington → El Paso,route
categorical__route_Amarillo → Bakersfield,0.0,route_Amarillo → Bakersfield,route
categorical__route_Amarillo → Louisville,0.0,route_Amarillo → Louisville,route
categorical__route_Amarillo → Los Angeles,0.0,route_Amarillo → Los Angeles,route
categorical__route_Amarillo → Lexington,0.0,route_Amarillo → Lexington,route
categorical__route_Amarillo → Las Vegas,0.0,route_Amarillo → Las Vegas,route
categorical__route_Amarillo → Kansas City,0.0,route_Amarillo → Kansas City,route
categorical__route_Amarillo → Jacksonville,0.0,route_Amarillo → Jacksonville,route
categorical__route_Amarillo → Indianapolis,0.0,route_Amarillo → Indianapolis,route
categorical__route_Amarillo → Houston,0.0,route_Amarillo → Houston,route
categorical__route_Amarillo → Hartford,0.0,route_Amarillo → Hartford,route
categorical__route_Amarillo → Harrisburg,0.0,route_Amarillo → Harrisburg,route
categorical__route_Amarillo → Green Bay,0.0,route_Amarillo → Green Bay,route
categorical__route_Amarillo → Grand Rapids,0.0,route_Amarillo → Grand Rapids,route
categorical__route_Lexington → Detroit,0.0,route_Lexington → Detroit,route
categorical__route_Lexington → Reno,0.0,route_Lexington → Reno,route
categorical__route_Lexington → Raleigh,0.0,route_Lexington → Raleigh,route
categorical__route_Lexington → Oklahoma City,0.0,route_Lexington → Oklahoma City,route
categorical__route_Lexington → New York,0.0,route_Lexington → New York,route
categorical__route_Lexington → New Orleans,0.0,route_Lexington → New Orleans,route
categorical__route_Lexington → Nashville,0.0,route_Lexington → Nashville,route
categorical__route_Lexington → Montgomery,0.0,route_Lexington → Montgomery,route
categorical__route_Lexington → Mobile,0.0,route_Lexington → Mobile,route
categorical__route_Lexington → Milwaukee,0.0,route_Lexington → Milwaukee,route
categorical__route_Lexington → Madison,0.0,route_Lexington → Madison,route
categorical__route_Lexington → Lubbock,0.0,route_Lexington → Lubbock,route
categorical__route_Lexington → Louisville,0.0,route_Lexington → Louisville,route
categorical__route_Little Rock → Amarillo,0.0,route_Little Rock → Amarillo,route
categorical__route_Little Rock → Albuquerque,0.0,route_Little Rock → Albuquerque,route
categorical__route_Little Rock → Albany,0.0,route_Little Rock → Albany,route
categorical__route_Lexington → Washington,0.0,route_Lexington → Washington,route
categorical__route_Lexington → Tulsa,0.0,route_Lexington → Tulsa,route
categorical__route_Lexington → Tucson,0.0,route_Lexington → Tucson,route
categorical__route_Lexington → Toledo,0.0,route_Lexington → Toledo,route
categorical__route_Lexington → Tampa,0.0,route_Lexington → Tampa,route
categorical__route_Lexington → St. Louis,0.0,route_Lexington → St. Louis,route
categorical__route_Lexington → Savannah,0.0,route_Lexington → Savannah,route
categorical__route_Lexington → San Francisco,0.0,route_Lexington → San Francisco,route
categorical__route_Lexington → San Antonio,0.0,route_Lexington → San Antonio,route
categorical__route_Lexington → Salt Lake City,0.0,route_Lexington → Salt Lake City,route
categorical__route_Little Rock → El Paso,0.0,route_Little Rock → El Paso,route
categorical__route_Little Rock → Dayton,0.0,route_Little Rock → Dayton,route
categorical__route_Little Rock → Dallas,0.0,route_Little Rock → Dallas,route
categorical__route_Little Rock → Corpus Christi,0.0,route_Little Rock → Corpus Christi,route
categorical__route_Little Rock → Columbia,0.0,route_Little Rock → Columbia,route
categorical__route_Little Rock → Cincinnati,0.0,route_Little Rock → Cincinnati,route
categorical__route_Little Rock → Chattanooga,0.0,route_Little Rock → Chattanooga,route
categorical__route_Little Rock → Charleston,0.0,route_Little Rock → Charleston,route
categorical__route_Little Rock → Boston,0.0,route_Little Rock → Boston,route
categorical__route_Little Rock → Birmingham,0.0,route_Little Rock → Birmingham,route
categorical__route_Little Rock → Baton Rouge,0.0,route_Little Rock → Baton Rouge,route
categorical__route_Little Rock → Baltimore,0.0,route_Little Rock → Baltimore,route
categorical__route_Little Rock → Bakersfield,0.0,route_Little Rock → Bakersfield,route
categorical__route_Little Rock → Austin,0.0,route_Little Rock → Austin,route
categorical__route_Little Rock → Atlanta,0.0,route_Little Rock → Atlanta,route
categorical__route_Little Rock → Lubbock,0.0,route_Little Rock → Lubbock,route
categorical__route_Little Rock → Louisville,0.0,route_Little Rock → Louisville,route
categorical__route_Little Rock → Los Angeles,0.0,route_Little Rock → Los Angeles,route
categorical__route_Little Rock → Lexington,0.0,route_Little Rock → Lexington,route
categorical__route_Little Rock → Las Vegas,0.0,route_Little Rock → Las Vegas,route
categorical__route_Little Rock → Kansas City,0.0,route_Little Rock → Kansas City,route
categorical__route_Little Rock → Jacksonville,0.0,route_Little Rock → Jacksonville,route
categorical__route_Little Rock → Indianapolis,0.0,route_Little Rock → Indianapolis,route
categorical__route_Little Rock → Houston,0.0,route_Little Rock → Houston,route
categorical__route_Little Rock → Hartford,0.0,route_Little Rock → Hartford,route
categorical__route_Little Rock → Harrisburg,0.0,route_Little Rock → Harrisburg,route
categorical__route_Little Rock → Greensboro,0.0,route_Little Rock → Greensboro,route
categorical__route_Little Rock → Green Bay,0.0,route_Little Rock → Green Bay,route
categorical__route_Little Rock → Grand Rapids,0.0,route_Little Rock → Grand Rapids,route
categorical__route_Little Rock → Fresno,0.0,route_Little Rock → Fresno,route
categorical__route_Little Rock → Fort Wayne,0.0,route_Little Rock → Fort Wayne,route
categorical__route_Little Rock → Salt Lake City,0.0,route_Little Rock → Salt Lake City,route
categorical__route_Little Rock → Reno,0.0,route_Little Rock → Reno,route
categorical__route_Little Rock → Raleigh,0.0,route_Little Rock → Raleigh,route
categorical__route_Little Rock → Providence,0.0,route_Little Rock → Providence,route
categorical__route_Little Rock → Phoenix,0.0,route_Little Rock → Phoenix,route
categorical__route_Little Rock → Philadelphia,0.0,route_Little Rock → Philadelphia,route
categorical__route_Little Rock → New York,0.0,route_Little Rock → New York,route
categorical__route_Little Rock → New Orleans,0.0,route_Little Rock → New Orleans,route
categorical__route_Little Rock → Montgomery,0.0,route_Little Rock → Montgomery,route
categorical__route_Little Rock → Mobile,0.0,route_Little Rock → Mobile,route
categorical__route_Little Rock → Milwaukee,0.0,route_Little Rock → Milwaukee,route
categorical__route_Little Rock → Memphis,0.0,route_Little Rock → Memphis,route
categorical__route_Little Rock → Madison,0.0,route_Little Rock → Madison,route
categorical__route_Los Angeles → Austin,0.0,route_Los Angeles → Austin,route
categorical__route_Los Angeles → Atlanta,0.0,route_Los Angeles → Atlanta,route
categorical__route_Los Angeles → Amarillo,0.0,route_Los Angeles → Amarillo,route
categorical__route_Los Angeles → Albuquerque,0.0,route_Los Angeles → Albuquerque,route
categorical__route_Los Angeles → Albany,0.0,route_Los Angeles → Albany,route
categorical__route_Little Rock → Washington,0.0,route_Little Rock → Washington,route
categorical__route_Little Rock → Tulsa,0.0,route_Little Rock → Tulsa,route
categorical__route_Little Rock → Tucson,0.0,route_Little Rock → Tucson,route
categorical__route_Little Rock → Toledo,0.0,route_Little Rock → Toledo,route
categorical__route_Little Rock → Tampa,0.0,route_Little Rock → Tampa,route
categorical__route_Little Rock → Syracuse,0.0,route_Little Rock → Syracuse,route
categorical__route_Little Rock → St. Louis,0.0,route_Little Rock → St. Louis,route
categorical__route_Little Rock → Shreveport,0.0,route_Little Rock → Shreveport,route
categorical__route_Little Rock → Savannah,0.0,route_Little Rock → Savannah,route
categorical__route_Little Rock → San Francisco,0.0,route_Little Rock → San Francisco,route
categorical__route_Little Rock → San Antonio,0.0,route_Little Rock → San Antonio,route
categorical__route_Los Angeles → Fort Wayne,0.0,route_Los Angeles → Fort Wayne,route
categorical__route_Los Angeles → El Paso,0.0,route_Los Angeles → El Paso,route
categorical__route_Los Angeles → Detroit,0.0,route_Los Angeles → Detroit,route
categorical__route_Los Angeles → Dayton,0.0,route_Los Angeles → Dayton,route
categorical__route_Los Angeles → Dallas,0.0,route_Los Angeles → Dallas,route
categorical__route_Los Angeles → Corpus Christi,0.0,route_Los Angeles → Corpus Christi,route
categorical__route_Los Angeles → Cincinnati,0.0,route_Los Angeles → Cincinnati,route
categorical__route_Los Angeles → Chattanooga,0.0,route_Los Angeles → Chattanooga,route
categorical__route_Los Angeles → Charleston,0.0,route_Los Angeles → Charleston,route
categorical__route_Los Angeles → Buffalo,0.0,route_Los Angeles → Buffalo,route
categorical__route_Los Angeles → Boston,0.0,route_Los Angeles → Boston,route
categorical__route_Los Angeles → Birmingham,0.0,route_Los Angeles → Birmingham,route
categorical__route_Los Angeles → Baton Rouge,0.0,route_Los Angeles → Baton Rouge,route
categorical__route_Los Angeles → Baltimore,0.0,route_Los Angeles → Baltimore,route
categorical__route_Washington → Tulsa,0.0,route_Washington → Tulsa,route
categorical__route_Los Angeles → Madison,0.0,route_Los Angeles → Madison,route
categorical__route_Los Angeles → Lubbock,0.0,route_Los Angeles → Lubbock,route
categorical__route_Los Angeles → Louisville,0.0,route_Los Angeles → Louisville,route
categorical__route_Los Angeles → Little Rock,0.0,route_Los Angeles → Little Rock,route
categorical__route_Los Angeles → Lexington,0.0,route_Los Angeles → Lexington,route
categorical__route_Los Angeles → Kansas City,0.0,route_Los Angeles → Kansas City,route
categorical__route_Los Angeles → Jacksonville,0.0,route_Los Angeles → Jacksonville,route
categorical__route_Los Angeles → Indianapolis,0.0,route_Los Angeles → Indianapolis,route
categorical__route_Los Angeles → Houston,0.0,route_Los Angeles → Houston,route
categorical__route_Los Angeles → Hartford,0.0,route_Los Angeles → Hartford,route
categorical__route_Los Angeles → Harrisburg,0.0,route_Los Angeles → Harrisburg,route
categorical__route_Los Angeles → Greensboro,0.0,route_Los Angeles → Greensboro,route
categorical__route_Los Angeles → Grand Rapids,0.0,route_Los Angeles → Grand Rapids,route
categorical__route_Los Angeles → Fresno,0.0,route_Los Angeles → Fresno,route
categorical__route_Los Angeles → San Antonio,0.0,route_Los Angeles → San Antonio,route
categorical__route_Los Angeles → Salt Lake City,0.0,route_Los Angeles → Salt Lake City,route
categorical__route_Los Angeles → Richmond,0.0,route_Los Angeles → Richmond,route
categorical__route_Los Angeles → Reno,0.0,route_Los Angeles → Reno,route
categorical__route_Los Angeles → Raleigh,0.0,route_Los Angeles → Raleigh,route
categorical__route_Los Angeles → Providence,0.0,route_Los Angeles → Providence,route
categorical__route_Washington → Hartford,0.0,route_Washington → Hartford,route
categorical__route_Los Angeles → Oklahoma City,0.0,route_Los Angeles → Oklahoma City,route
categorical__route_Los Angeles → New York,0.0,route_Los Angeles → New York,route
categorical__route_Los Angeles → New Orleans,0.0,route_Los Angeles → New Orleans,route
categorical__route_Los Angeles → Montgomery,0.0,route_Los Angeles → Montgomery,route
categorical__route_Los Angeles → Milwaukee,0.0,route_Los Angeles → Milwaukee,route
categorical__route_Los Angeles → Memphis,0.0,route_Los Angeles → Memphis,route
categorical__route_Louisville → Bakersfield,0.0,route_Louisville → Bakersfield,route
categorical__route_Louisville → Austin,0.0,route_Louisville → Austin,route
categorical__route_Louisville → Atlanta,0.0,route_Louisville → Atlanta,route
categorical__route_Louisville → Amarillo,0.0,route_Louisville → Amarillo,route
categorical__route_Louisville → Albuquerque,0.0,route_Louisville → Albuquerque,route
categorical__route_Louisville → Albany,0.0,route_Louisville → Albany,route
categorical__route_Los Angeles → Washington,0.0,route_Los Angeles → Washington,route
categorical__route_Los Angeles → Tulsa,0.0,route_Los Angeles → Tulsa,route
categorical__route_Los Angeles → Tucson,0.0,route_Los Angeles → Tucson,route
categorical__route_Los Angeles → Toledo,0.0,route_Los Angeles → Toledo,route
categorical__route_Los Angeles → Tampa,0.0,route_Los Angeles → Tampa,route
categorical__route_Los Angeles → St. Louis,0.0,route_Los Angeles → St. Louis,route
categorical__route_Los Angeles → Shreveport,0.0,route_Los Angeles → Shreveport,route
categorical__route_Los Angeles → Savannah,0.0,route_Los Angeles → Savannah,route
categorical__route_Los Angeles → San Francisco,0.0,route_Los Angeles → San Francisco,route
categorical__route_Louisville → Fresno,0.0,route_Louisville → Fresno,route
categorical__route_Louisville → Fort Wayne,0.0,route_Louisville → Fort Wayne,route
categorical__route_Louisville → El Paso,0.0,route_Louisville → El Paso,route
categorical__route_Louisville → Detroit,0.0,route_Louisville → Detroit,route
categorical__route_Louisville → Dayton,0.0,route_Louisville → Dayton,route
categorical__route_Louisville → Dallas,0.0,route_Louisville → Dallas,route
categorical__route_Louisville → Corpus Christi,0.0,route_Louisville → Corpus Christi,route
categorical__route_Louisville → Columbia,0.0,route_Louisville → Columbia,route
categorical__route_Louisville → Cincinnati,0.0,route_Louisville → Cincinnati,route
categorical__route_Louisville → Chattanooga,0.0,route_Louisville → Chattanooga,route
categorical__route_Louisville → Charleston,0.0,route_Louisville → Charleston,route
categorical__route_Louisville → Buffalo,0.0,route_Louisville → Buffalo,route
categorical__route_Louisville → Boston,0.0,route_Louisville → Boston,route
categorical__route_Louisville → Birmingham,0.0,route_Louisville → Birmingham,route
categorical__route_Louisville → Baton Rouge,0.0,route_Louisville → Baton Rouge,route
categorical__route_Louisville → Baltimore,0.0,route_Louisville → Baltimore,route
categorical__route_Louisville → Milwaukee,0.0,route_Louisville → Milwaukee,route
categorical__route_Louisville → Memphis,0.0,route_Louisville → Memphis,route
categorical__route_Louisville → Lubbock,0.0,route_Louisville → Lubbock,route
categorical__route_Louisville → Los Angeles,0.0,route_Louisville → Los Angeles,route
categorical__route_Louisville → Little Rock,0.0,route_Louisville → Little Rock,route
categorical__route_Louisville → Lexington,0.0,route_Louisville → Lexington,route
categorical__route_Louisville → Las Vegas,0.0,route_Louisville → Las Vegas,route
categorical__route_Louisville → Kansas City,0.0,route_Louisville → Kansas City,route
categorical__route_Louisville → Jacksonville,0.0,route_Louisville → Jacksonville,route
categorical__route_Louisville → Indianapolis,0.0,route_Louisville → Indianapolis,route
categorical__route_Louisville → Houston,0.0,route_Louisville → Houston,route
categorical__route_Louisville → Hartford,0.0,route_Louisville → Hartford,route
categorical__route_Louisville → Harrisburg,0.0,route_Louisville → Harrisburg,route
categorical__route_Louisville → Greensboro,0.0,route_Louisville → Greensboro,route
categorical__route_Louisville → Green Bay,0.0,route_Louisville → Green Bay,route
categorical__route_Louisville → Grand Rapids,0.0,route_Louisville → Grand Rapids,route
categorical__route_Louisville → Savannah,0.0,route_Louisville → Savannah,route
categorical__route_Louisville → San Francisco,0.0,route_Louisville → San Francisco,route
categorical__route_Louisville → Salt Lake City,0.0,route_Louisville → Salt Lake City,route
categorical__route_Louisville → Richmond,0.0,route_Louisville → Richmond,route
categorical__route_Louisville → Reno,0.0,route_Louisville → Reno,route
categorical__route_Louisville → Raleigh,0.0,route_Louisville → Raleigh,route
categorical__route_Louisville → Providence,0.0,route_Louisville → Providence,route
categorical__route_Louisville → Phoenix,0.0,route_Louisville → Phoenix,route
categorical__route_Louisville → Philadelphia,0.0,route_Louisville → Philadelphia,route
categorical__route_Louisville → Oklahoma City,0.0,route_Louisville → Oklahoma City,route
categorical__route_Louisville → New York,0.0,route_Louisville → New York,route
categorical__route_Louisville → New Orleans,0.0,route_Louisville → New Orleans,route
categorical__route_Louisville → Nashville,0.0,route_Louisville → Nashville,route
categorical__route_Louisville → Montgomery,0.0,route_Louisville → Montgomery,route
categorical__route_Louisville → Mobile,0.0,route_Louisville → Mobile,route
categorical__route_Lubbock → Birmingham,0.0,route_Lubbock → Birmingham,route
categorical__route_Lubbock → Baton Rouge,0.0,route_Lubbock → Baton Rouge,route
categorical__route_Lubbock → Baltimore,0.0,route_Lubbock → Baltimore,route
categorical__route_Lubbock → Bakersfield,0.0,route_Lubbock → Bakersfield,route
categorical__route_Lubbock → Austin,0.0,route_Lubbock → Austin,route
categorical__route_Lubbock → Atlanta,0.0,route_Lubbock → Atlanta,route
categorical__route_Lubbock → Amarillo,0.0,route_Lubbock → Amarillo,route
categorical__route_Lubbock → Albuquerque,0.0,route_Lubbock → Albuquerque,route
categorical__route_Lubbock → Albany,0.0,route_Lubbock → Albany,route
categorical__route_Louisville → Washington,0.0,route_Louisville → Washington,route
categorical__route_Louisville → Tulsa,0.0,route_Louisville → Tulsa,route
categorical__route_Louisville → Tucson,0.0,route_Louisville → Tucson,route
categorical__route_Louisville → Toledo,0.0,route_Louisville → Toledo,route
categorical__route_Louisville → Tampa,0.0,route_Louisville → Tampa,route
categorical__route_Washington → Harrisburg,0.0,route_Washington → Harrisburg,route
categorical__route_Lubbock → Greensboro,0.0,route_Lubbock → Greensboro,route
categorical__route_Lubbock → Green Bay,0.0,route_Lubbock → Green Bay,route
categorical__route_Lubbock → Grand Rapids,0.0,route_Lubbock → Grand Rapids,route
categorical__route_Lubbock → Fresno,0.0,route_Lubbock → Fresno,route
categorical__route_Lubbock → Fort Wayne,0.0,route_Lubbock → Fort Wayne,route
categorical__route_Lubbock → El Paso,0.0,route_Lubbock → El Paso,route
categorical__route_Lubbock → Detroit,0.0,route_Lubbock → Detroit,route
categorical__route_Lubbock → Dayton,0.0,route_Lubbock → Dayton,route
categorical__route_Lubbock → Dallas,0.0,route_Lubbock → Dallas,route
categorical__route_Lubbock → Corpus Christi,0.0,route_Lubbock → Corpus Christi,route
categorical__route_Lubbock → Columbia,0.0,route_Lubbock → Columbia,route
categorical__route_Lubbock → Cincinnati,0.0,route_Lubbock → Cincinnati,route
categorical__route_Lubbock → Chattanooga,0.0,route_Lubbock → Chattanooga,route
categorical__route_Lubbock → Charleston,0.0,route_Lubbock → Charleston,route
categorical__route_Lubbock → Buffalo,0.0,route_Lubbock → Buffalo,route
categorical__route_Albuquerque → Richmond,0.0,route_Albuquerque → Richmond,route
categorical__route_Amarillo → Fort Wayne,0.0,route_Amarillo → Fort Wayne,route
categorical__route_Amarillo → El Paso,0.0,route_Amarillo → El Paso,route
categorical__route_Amarillo → Detroit,0.0,route_Amarillo → Detroit,route
categorical__route_Amarillo → Dayton,0.0,route_Amarillo → Dayton,route
categorical__route_Amarillo → Dallas,0.0,route_Amarillo → Dallas,route
categorical__route_Amarillo → Corpus Christi,0.0,route_Amarillo → Corpus Christi,route
categorical__route_Amarillo → Columbia,0.0,route_Amarillo → Columbia,route
categorical__route_Amarillo → Cincinnati,0.0,route_Amarillo → Cincinnati,route
categorical__route_Amarillo → Chattanooga,0.0,route_Amarillo → Chattanooga,route
categorical__route_Amarillo → Charleston,0.0,route_Amarillo → Charleston,route
categorical__route_Amarillo → Buffalo,0.0,route_Amarillo → Buffalo,route
categorical__route_Amarillo → Boston,0.0,route_Amarillo → Boston,route
categorical__route_Amarillo → Birmingham,0.0,route_Amarillo → Birmingham,route
categorical__route_Amarillo → Baton Rouge,0.0,route_Amarillo → Baton Rouge,route
categorical__route_Amarillo → Baltimore,0.0,route_Amarillo → Baltimore,route
categorical__route_Lubbock → Boston,0.0,route_Lubbock → Boston,route
categorical__route_Lubbock → Montgomery,0.0,route_Lubbock → Montgomery,route
categorical__route_Lubbock → Mobile,0.0,route_Lubbock → Mobile,route
categorical__route_Lubbock → Milwaukee,0.0,route_Lubbock → Milwaukee,route
categorical__route_Lubbock → Madison,0.0,route_Lubbock → Madison,route
categorical__route_Lubbock → Louisville,0.0,route_Lubbock → Louisville,route
categorical__route_Lubbock → Little Rock,0.0,route_Lubbock → Little Rock,route
categorical__route_Lubbock → Lexington,0.0,route_Lubbock → Lexington,route
categorical__route_Lubbock → Las Vegas,0.0,route_Lubbock → Las Vegas,route
categorical__route_Lubbock → Kansas City,0.0,route_Lubbock → Kansas City,route
categorical__route_Lubbock → Jacksonville,0.0,route_Lubbock → Jacksonville,route
categorical__route_Lubbock → Indianapolis,0.0,route_Lubbock → Indianapolis,route
categorical__route_Lubbock → Houston,0.0,route_Lubbock → Houston,route
categorical__route_Lubbock → Hartford,0.0,route_Lubbock → Hartford,route
categorical__route_Lubbock → Harrisburg,0.0,route_Lubbock → Harrisburg,route
categorical__route_Lubbock → St. Louis,0.0,route_Lubbock → St. Louis,route
categorical__route_Lubbock → Shreveport,0.0,route_Lubbock → Shreveport,route
categorical__route_Lubbock → Savannah,0.0,route_Lubbock → Savannah,route
categorical__route_Lubbock → San Francisco,0.0,route_Lubbock → San Francisco,route
categorical__route_Washington → Greensboro,0.0,route_Washington → Greensboro,route
categorical__route_Lubbock → Salt Lake City,0.0,route_Lubbock → Salt Lake City,route
categorical__route_Lubbock → Richmond,0.0,route_Lubbock → Richmond,route
categorical__route_Lubbock → Reno,0.0,route_Lubbock → Reno,route
categorical__route_Lubbock → Raleigh,0.0,route_Lubbock → Raleigh,route
categorical__route_Lubbock → Providence,0.0,route_Lubbock → Providence,route
categorical__route_Lubbock → Phoenix,0.0,route_Lubbock → Phoenix,route
categorical__route_Lubbock → Philadelphia,0.0,route_Lubbock → Philadelphia,route
categorical__route_Lubbock → Oklahoma City,0.0,route_Lubbock → Oklahoma City,route
categorical__route_Lubbock → New York,0.0,route_Lubbock → New York,route
categorical__route_Lubbock → New Orleans,0.0,route_Lubbock → New Orleans,route
categorical__route_Lubbock → Nashville,0.0,route_Lubbock → Nashville,route
categorical__route_Madison → Boston,0.0,route_Madison → Boston,route
categorical__route_Madison → Birmingham,0.0,route_Madison → Birmingham,route
categorical__route_Madison → Baton Rouge,0.0,route_Madison → Baton Rouge,route
categorical__route_Madison → Baltimore,0.0,route_Madison → Baltimore,route
categorical__route_Madison → Bakersfield,0.0,route_Madison → Bakersfield,route
categorical__route_Madison → Austin,0.0,route_Madison → Austin,route
categorical__route_Madison → Atlanta,0.0,route_Madison → Atlanta,route
categorical__route_Madison → Amarillo,0.0,route_Madison → Amarillo,route
categorical__route_Madison → Albuquerque,0.0,route_Madison → Albuquerque,route
categorical__route_Madison → Albany,0.0,route_Madison → Albany,route
categorical__route_Lubbock → Washington,0.0,route_Lubbock → Washington,route
categorical__route_Lubbock → Tulsa,0.0,route_Lubbock → Tulsa,route
categorical__route_Lubbock → Tucson,0.0,route_Lubbock → Tucson,route
categorical__route_Washington → Green Bay,0.0,route_Washington → Green Bay,route
categorical__route_Lubbock → Tampa,0.0,route_Lubbock → Tampa,route
categorical__route_Lubbock → Syracuse,0.0,route_Lubbock → Syracuse,route
categorical__route_Madison → Hartford,0.0,route_Madison → Hartford,route
categorical__route_Madison → Harrisburg,0.0,route_Madison → Harrisburg,route
categorical__route_Madison → Greensboro,0.0,route_Madison → Greensboro,route
categorical__route_Madison → Green Bay,0.0,route_Madison → Green Bay,route
categorical__route_Madison → Fresno,0.0,route_Madison → Fresno,route
categorical__route_Madison → Fort Wayne,0.0,route_Madison → Fort Wayne,route
categorical__route_Madison → El Paso,0.0,route_Madison → El Paso,route
categorical__route_Madison → Dayton,0.0,route_Madison → Dayton,route
categorical__route_Madison → Dallas,0.0,route_Madison → Dallas,route
categorical__route_Madison → Corpus Christi,0.0,route_Madison → Corpus Christi,route
categorical__route_Madison → Columbia,0.0,route_Madison → Columbia,route
categorical__route_Madison → Cincinnati,0.0,route_Madison → Cincinnati,route
categorical__route_Madison → Charleston,0.0,route_Madison → Charleston,route
categorical__route_Madison → Buffalo,0.0,route_Madison → Buffalo,route
categorical__route_Madison → New Orleans,0.0,route_Madison → New Orleans,route
categorical__route_Madison → Nashville,0.0,route_Madison → Nashville,route
categorical__route_Madison → Montgomery,0.0,route_Madison → Montgomery,route
categorical__route_Madison → Mobile,0.0,route_Madison → Mobile,route
categorical__route_Madison → Milwaukee,0.0,route_Madison → Milwaukee,route
categorical__route_Washington → Grand Rapids,0.0,route_Washington → Grand Rapids,route
categorical__route_Madison → Lubbock,0.0,route_Madison → Lubbock,route
categorical__route_Madison → Louisville,0.0,route_Madison → Louisville,route
categorical__route_Madison → Los Angeles,0.0,route_Madison → Los Angeles,route
categorical__route_Madison → Little Rock,0.0,route_Madison → Little Rock,route
categorical__route_Madison → Lexington,0.0,route_Madison → Lexington,route
categorical__route_Madison → Las Vegas,0.0,route_Madison → Las Vegas,route
categorical__route_Madison → Kansas City,0.0,route_Madison → Kansas City,route
categorical__route_Washington → Fresno,0.0,route_Washington → Fresno,route
categorical__route_Madison → Indianapolis,0.0,route_Madison → Indianapolis,route
categorical__route_Madison → Houston,0.0,route_Madison → Houston,route
categorical__route_Madison → Toledo,0.0,route_Madison → Toledo,route
categorical__route_Madison → Tampa,0.0,route_Madison → Tampa,route
categorical__route_Madison → Syracuse,0.0,route_Madison → Syracuse,route
categorical__route_Madison → Shreveport,0.0,route_Madison → Shreveport,route
categorical__route_Madison → Savannah,0.0,route_Madison → Savannah,route
categorical__route_Washington → Fort Wayne,0.0,route_Washington → Fort Wayne,route
categorical__route_Madison → Salt Lake City,0.0,route_Madison → Salt Lake City,route
categorical__route_Madison → Richmond,0.0,route_Madison → Richmond,route
categorical__route_Madison → Reno,0.0,route_Madison → Reno,route
categorical__route_Madison → Raleigh,0.0,route_Madison → Raleigh,route
categorical__route_Madison → Providence,0.0,route_Madison → Providence,route
categorical__route_Madison → Phoenix,0.0,route_Madison → Phoenix,route
categorical__route_Madison → Philadelphia,0.0,route_Madison → Philadelphia,route
categorical__route_Madison → Oklahoma City,0.0,route_Madison → Oklahoma City,route
categorical__route_Madison → New York,0.0,route_Madison → New York,route
categorical__route_Memphis → Charleston,0.0,route_Memphis → Charleston,route
categorical__route_Memphis → Buffalo,0.0,route_Memphis → Buffalo,route
categorical__route_Memphis → Boston,0.0,route_Memphis → Boston,route
categorical__route_Memphis → Birmingham,0.0,route_Memphis → Birmingham,route
categorical__route_Memphis → Baton Rouge,0.0,route_Memphis → Baton Rouge,route
categorical__route_Memphis → Baltimore,0.0,route_Memphis → Baltimore,route
categorical__route_Memphis → Bakersfield,0.0,route_Memphis → Bakersfield,route
categorical__route_Memphis → Austin,0.0,route_Memphis → Austin,route
categorical__route_Memphis → Amarillo,0.0,route_Memphis → Amarillo,route
categorical__route_Memphis → Albuquerque,0.0,route_Memphis → Albuquerque,route
categorical__route_Madison → Washington,0.0,route_Madison → Washington,route
categorical__route_Madison → Tulsa,0.0,route_Madison → Tulsa,route
categorical__route_Madison → Tucson,0.0,route_Madison → Tucson,route
categorical__route_Memphis → Indianapolis,0.0,route_Memphis → Indianapolis,route
categorical__route_Memphis → Houston,0.0,route_Memphis → Houston,route
categorical__route_Memphis → Hartford,0.0,route_Memphis → Hartford,route
