date,pickup,delivery,equipment,distance,posted_rate,predicted_rate,absolute_error,percentage_error
2025-09-26,Detroit,Tucson,Dry Van,2083.6,3924.21,3747.2307,176.97928710937504,4.509934155138869
2025-09-26,Columbia,Buffalo,Dry Van,658.3,1313.9,1260.1769,53.72312011718759,4.088828686900646
2025-09-26,Shreveport,Fort Wayne,Dry Van,851.0,1851.14,1800.7572,50.3827978515626,2.721717312119159
2025-09-26,San Antonio,Montgomery,Reefer,872.7,2224.97,2154.6252,70.3447558593748,3.1616046894733323
2025-09-26,Raleigh,Tulsa,Reefer,1162.4,2788.7,2826.9763,38.27631835937518,1.3725505920097243
2025-09-26,Raleigh,Corpus Christi,Flatbed,1356.3,2953.83,2843.1462,110.68375976562493,3.7471269424992273
2025-09-26,Grand Rapids,Providence,Flatbed,1113.0,2436.98,2312.4126,124.56740234375002,5.111547995623682
2025-09-26,Philadelphia,Washington,Reefer,271.0,710.92,610.4417,100.47828857421871,14.133557724387934
2025-09-26,Tucson,Lexington,Dry Van,1918.5,3595.49,3525.0767,70.41333984374978,1.9583795211153356
2025-09-26,Hartford,Boston,Dry Van,178.8,438.63,379.8938,58.736201171874995,13.39083080771379
2025-09-26,Hartford,Richmond,Flatbed,336.7,893.91,893.6981,0.21187988281246817,0.02370259677288185
2025-09-26,Harrisburg,Dayton,Reefer,486.5,1258.11,1280.4425,22.3325048828126,1.7750836479173207
2025-09-26,Milwaukee,Oklahoma City,Reefer,936.9,2316.54,2232.925,83.61495117187496,3.609475820485507
2025-09-26,Lexington,Memphis,Flatbed,320.4,917.99,928.41656,10.426564941406241,1.1358037605427336
2025-09-26,Shreveport,San Antonio,Dry Van,502.1,1235.8,1213.7632,22.036816406249955,1.7832024928184136
2025-09-26,Philadelphia,Phoenix,Flatbed,2902.6,5847.69,5277.2207,570.4692968749996,9.755464070000285
2025-09-26,Mobile,Memphis,Dry Van,314.7,827.54,875.1886,47.648598632812536,5.757860482008427
2025-09-26,Mobile,Madison,Dry Van,824.6,1730.12,1788.3911,58.27111328125011,3.368038822812875
2025-09-26,Raleigh,Corpus Christi,Dry Van,1392.0,2799.82,2817.9692,18.149238281249836,0.6482287533216362
2025-09-26,Hartford,Lexington,Reefer,853.6,2000.12,1891.6964,108.42358886718739,5.420854192107844
2025-09-26,Toledo,Memphis,Reefer,618.7,1506.38,1467.6726,38.70739257812511,2.5695636279109593
2025-09-26,Detroit,San Antonio,Reefer,1463.9,3221.62,3079.7415,141.8785449218749,4.403950339328502
2025-09-26,Albany,Green Bay,Dry Van,954.1,1913.19,1913.6472,0.45721679687494543,0.02389813854739704
2025-09-26,Savannah,Birmingham,Dry Van,318.6,764.33,636.43195,127.89805419921879,16.733355252210274
2025-09-26,Toledo,Austin,Dry Van,1445.9,7197.15,2811.534,4385.616064453125,60.93545451259352
2025-09-26,Grand Rapids,Green Bay,Reefer,109.3,331.48,328.43076,3.049244384765643,0.9198878921098235
2025-09-26,Oklahoma City,Hartford,Flatbed,1858.8,4225.65,3860.4448,365.20517578124964,8.642579858276234
2025-09-26,Richmond,San Antonio,Dry Van,1583.4,3139.51,3005.4045,134.10545898437522,4.271541068013009
2025-09-26,San Francisco,St. Louis,Reefer,2081.4,4386.98,4207.6104,179.36964843749956,4.08868169988237
2025-09-26,Cincinnati,Harrisburg,Dry Van,608.3,1267.35,1280.6759,13.325903320312591,1.0514777543940184
2025-09-26,Phoenix,Tucson,Flatbed,276.7,803.21,775.41,27.800026855468786,3.461115630466352
2025-09-26,Shreveport,Fort Wayne,Flatbed,861.0,2102.08,2002.5835,99.49650390624993,4.733240595327006
2025-09-26,Baltimore,El Paso,Dry Van,2459.5,4777.51,4631.6333,145.87669921875022,3.053404372125861
2025-09-26,Mobile,Little Rock,Dry Van,341.1,837.27,741.7285,95.54148437499998,11.411072219833503
2025-09-26,Greensboro,Chattanooga,Dry Van,325.4,772.63,658.34735,114.28264892578125,14.791381246622738
2025-09-26,Reno,Montgomery,Reefer,2248.1,4595.52,4487.912,107.60789062500044,2.3415824678164916
2025-09-26,Austin,Charleston,Dry Van,1419.7,3035.82,2855.2502,180.56975585937516,5.9479730635997905
2025-09-26,Little Rock,San Antonio,Reefer,591.7,1621.3,1716.2822,94.98222656250005,5.858399220532909
2025-09-26,Mobile,Tulsa,Dry Van,479.2,1129.55,1097.7179,31.832104492187455,2.818122658774508
2025-09-26,Fort Wayne,Hartford,Dry Van,840.2,5949.01,1570.9657,4378.044301757813,73.59282135612165
2025-09-26,Fort Wayne,Savannah,Dry Van,665.1,1498.77,1380.5941,118.17588378906248,7.88485783602971
2025-09-26,San Francisco,Shreveport,Dry Van,2002.4,3769.39,3490.054,279.3360449218749,7.410643231978513
2025-09-26,Raleigh,Milwaukee,Reefer,819.2,2016.06,1948.6545,67.40545898437495,3.343425244505369
2025-09-26,Greensboro,Madison,Dry Van,671.5,1452.6,1286.0869,166.5130859374999,11.463106563231442
2025-09-26,Bakersfield,Cincinnati,Dry Van,1962.7,3944.75,3607.2185,337.531494140625,8.556473645747513
2025-09-26,Kansas City,Mobile,Dry Van,639.9,476.98,1235.1243,758.144267578125,158.94676245924882
2025-09-26,Syracuse,Savannah,Reefer,854.3,1954.77,1844.8528,109.91721679687498,5.62302556294986
2025-09-26,Austin,Kansas City,Flatbed,977.6,2346.68,2287.235,59.444892578124836,2.5331486431096204
2025-09-26,Jacksonville,Fresno,Flatbed,2357.3,5213.61,4714.254,499.3560937499997,9.577933404109624
2025-09-26,Tucson,Buffalo,Dry Van,2397.0,4288.85,4190.7544,98.09560546875036,2.2872239753955106
2025-09-26,Lexington,Raleigh,Dry Van,526.5,1171.1,1145.3696,25.73037109374991,2.1971113563102986
2025-09-26,Bakersfield,Savannah,Dry Van,2282.6,4309.85,4257.1914,52.658593750000364,1.2218196398946681
2025-09-26,Montgomery,Austin,Dry Van,957.3,1991.22,1962.4586,28.761381835937527,1.4444100519248264
2025-09-26,Providence,Green Bay,Dry Van,1230.1,2363.42,2276.2576,87.16243164062507,3.687978930559319
2025-09-26,Houston,Boston,Flatbed,1772.4,3795.38,3582.398,212.9820507812501,5.61161335047479
2025-09-26,Kansas City,Hartford,Dry Van,1178.6,2366.45,2344.659,21.791064453124818,0.9208335039035188
2025-09-26,Fort Wayne,Grand Rapids,Dry Van,200.6,486.54,489.17627,2.6362695312499795,0.5418402456632506
2025-09-26,Bakersfield,Madison,Dry Van,1837.7,3358.71,3328.5132,30.196816406250036,0.8990599487973072
2025-09-26,San Antonio,Mobile,Reefer,739.1,1934.7,1902.7927,31.907275390625045,1.6492104920982604
2025-09-26,Indianapolis,Bakersfield,Dry Van,1820.6,3463.26,3494.6116,31.35157226562478,0.9052618707698752
2025-09-26,Mobile,St. Louis,Dry Van,561.4,1226.42,1228.8792,2.4591503906249272,0.20051453748511336
2025-09-26,San Francisco,Baton Rouge,Reefer,2018.6,4536.04,3900.515,635.525107421875,14.010571058056694
2025-09-26,Shreveport,Mobile,Flatbed,316.2,867.93,835.2747,32.6552807617187,3.7624325419928684
2025-09-26,Indianapolis,Nashville,Dry Van,298.5,717.39,706.9731,10.416916503906236,1.4520576679220838
2025-09-26,Baton Rouge,Lubbock,Reefer,521.4,1486.08,1422.1381,63.94193847656243,4.3027251881838415
2025-09-26,Kansas City,Atlanta,Dry Van,487.6,1078.07,1006.91864,71.15135986328119,6.599883111790625
2025-09-26,St. Louis,Atlanta,Dry Van,365.4,855.88,807.8642,48.015803222656245,5.610109270301473
2025-09-26,Lexington,Mobile,Dry Van,485.7,1126.38,1109.1987,17.18126953125011,1.5253528588265157
2025-09-26,Providence,Grand Rapids,Dry Van,1141.6,2335.12,2254.696,80.42395507812489,3.444103732490188
2025-09-26,Charleston,Salt Lake City,Dry Van,2177.4,4188.51,4109.134,79.37621093750022,1.8950942205581511
2025-09-26,El Paso,Amarillo,Dry Van,424.1,1036.67,1058.7682,22.098188476562427,2.131651198217603
2025-09-26,Atlanta,Richmond,Dry Van,675.6,1403.1,1302.8008,100.29921874999991,7.1484013078183954
2025-09-26,San Francisco,Albany,Flatbed,3114.8,6403.51,6118.2476,285.2624414062502,4.454782477207816
2025-09-26,Richmond,Austin,Flatbed,1692.0,3634.68,3293.3438,341.33624999999984,9.391094951962755
2025-09-26,Tucson,Fort Wayne,Flatbed,2006.3,4184.34,3987.1333,197.20669921875015,4.712970246651805
2025-09-26,Tulsa,Toledo,Reefer,961.5,2363.97,2282.8943,81.0757128906248,3.429642207414849
2025-09-26,Cincinnati,Charleston,Flatbed,538.6,1438.09,1341.9287,96.16128906249992,6.686736509015424
2025-09-26,Fort Wayne,Albuquerque,Reefer,1610.5,3636.61,3344.0894,292.5206445312501,8.043772759004955
2025-09-26,Memphis,Grand Rapids,Flatbed,686.4,1632.67,1516.3625,116.30745117187507,7.123757475293542
2025-09-26,Philadelphia,Toledo,Dry Van,762.4,1583.25,1541.987,41.262939453125,2.606217555858203
2025-09-26,St. Louis,Fresno,Flatbed,1974.8,4072.03,3879.9377,192.0922558593752,4.7173585621759955
2025-09-26,Buffalo,Charleston,Reefer,620.3,1455.84,1441.7795,14.060458984374918,0.9657969958494695
2025-09-26,Amarillo,Montgomery,Dry Van,1257.2,2488.14,2499.618,11.477919921875127,0.4613052288808157
2025-09-26,Kansas City,Richmond,Reefer,952.5,2108.81,2045.9467,62.863344726562445,2.9809866572409294
2025-09-26,Buffalo,Hartford,Flatbed,445.0,1117.43,1075.3212,42.108833007812564,3.768364283025564
2025-09-26,Dallas,Atlanta,Dry Van,622.7,1343.06,1490.0939,147.03387207031255,10.94767710082294
2025-09-26,New York,Memphis,Dry Van,1091.4,2082.19,2066.0835,16.106503906250055,0.7735367044434011
2025-09-26,Kansas City,Phoenix,Reefer,1894.6,4204.51,4409.2993,204.78931640624978,4.870705894533484
2025-09-26,Amarillo,Harrisburg,Flatbed,1811.5,3876.29,3782.332,93.95796874999996,2.423914845122526
2025-09-26,Green Bay,Baltimore,Reefer,1011.3,2423.56,2279.7493,143.81073242187495,5.933863094863546
2025-09-26,St. Louis,Shreveport,Reefer,502.2,1323.85,1417.1409,93.29086914062509,7.046936521556453
2025-09-26,Albuquerque,San Antonio,Reefer,906.5,2343.57,2231.8804,111.68962890625016,4.7657901793524475
2025-09-26,Little Rock,Boston,Reefer,1564.3,3422.31,3252.6106,169.69940429687495,4.958621641431517
2025-09-26,Charleston,Las Vegas,Dry Van,2319.4,4348.13,4214.254,133.8760937500001,3.0789349386977873
2025-09-26,Phoenix,Hartford,Dry Van,3102.5,5711.86,5718.2407,6.380722656250327,0.11171006740799544
2025-09-26,Grand Rapids,Oklahoma City,Dry Van,1205.5,2446.06,2446.595,0.5349707031250546,0.02187071057639856
2025-09-26,Phoenix,Madison,Reefer,2042.5,4401.36,3975.656,425.7039941406247,9.672101217365194
2025-09-26,Kansas City,Birmingham,Dry Van,586.9,1276.3,1238.264,38.035961914062455,2.980174090265804
2025-09-26,Harrisburg,Fresno,Flatbed,2647.5,5677.85,5208.4443,469.40566406250036,8.267313579303792
2025-09-26,San Antonio,Lubbock,Dry Van,126.7,373.96,358.27188,15.688118896484355,4.195132874233702
2025-09-26,Philadelphia,Tulsa,Flatbed,1497.7,1005.85,3016.6992,2010.84921875,199.91541668737884
2025-09-26,Lexington,Syracuse,Flatbed,686.1,1504.47,1365.3767,139.09329101562503,9.245334969499227
2025-09-26,New York,Oklahoma City,Reefer,1765.1,3972.93,3774.1577,198.77228515624984,5.003166055184709
2025-09-26,Fresno,Milwaukee,Reefer,2097.9,4452.33,4256.631,195.69914062499993,4.395432068714582
2025-09-26,Houston,Philadelphia,Reefer,1608.3,3515.61,3394.6873,120.92274414062513,3.4395949533829158
2025-09-26,Bakersfield,Atlanta,Dry Van,2046.0,3844.97,3590.8352,254.1347949218748,6.609539084098831
2025-09-26,Dallas,Buffalo,Reefer,1295.4,2842.44,2810.369,32.071103515625055,1.1282948282329637
2025-09-26,Oklahoma City,Tucson,Reefer,1033.3,2536.06,2463.3357,72.72430664062495,2.867609860990077
2025-09-26,Greensboro,Tulsa,Reefer,846.8,2157.59,2043.1833,114.40665039062515,5.302520422815509
2025-09-26,San Antonio,Grand Rapids,Reefer,1400.0,3229.8,3188.7188,41.08125000000018,1.271944083224973
2025-09-26,Philadelphia,Oklahoma City,Dry Van,1790.0,3380.7,3385.3735,4.673535156250182,0.13824164096933128
2025-09-26,Hartford,Milwaukee,Dry Van,1011.6,1945.45,1934.8461,10.603930664062545,0.5450631300759488
2025-09-26,Little Rock,Tulsa,Reefer,221.0,700.79,684.47876,16.311240234374964,2.327550369493709
2025-09-26,Fort Wayne,Detroit,Reefer,230.0,602.06,567.109,34.950991210937445,5.805233898770463
2025-09-26,Oklahoma City,San Francisco,Dry Van,1581.1,3003.63,2811.1128,192.5172070312501,6.409484757818043
2025-09-26,Tampa,Greensboro,Flatbed,692.3,1638.01,1534.2817,103.72826171874999,6.332578050118741
2025-09-26,Amarillo,Toledo,Reefer,1463.2,3511.37,3298.7551,212.6148730468749,6.05504042715165
2025-09-26,Richmond,Indianapolis,Dry Van,751.6,1592.95,1408.1581,184.79191894531255,11.60061012243401
2025-09-26,Montgomery,Albany,Reefer,1380.5,3013.31,2943.6768,69.63324218749995,2.3108555770066785
2025-09-26,Boston,Providence,Reefer,166.8,504.51,528.10297,23.59296630859376,4.676412025250988
2025-09-26,Phoenix,Hartford,Dry Van,2983.6,5547.79,5408.031,139.75923828124996,2.5191876095030628
2025-09-26,Albuquerque,New York,Dry Van,2339.9,4132.72,4008.4854,124.23464843750025,3.0061230481982872
2025-09-26,Nashville,San Antonio,Dry Van,858.1,1922.36,1855.0494,67.3105615234374,3.501454541471806
2025-09-26,Lexington,Atlanta,Reefer,220.4,679.25,666.35406,12.89593505859375,1.8985550325496874
2025-09-26,Indianapolis,Nashville,Dry Van,273.1,708.81,729.3048,20.494809570312555,2.8914391120769394
2025-09-26,Tampa,Charleston,Dry Van,698.6,1546.85,1486.7275,60.12246093749991,3.886767361896752
2025-09-26,Indianapolis,Oklahoma City,Dry Van,851.7,1804.41,1696.022,108.38802734375008,6.006840315878879
2025-09-26,Houston,Fort Wayne,Dry Van,1076.7,2248.78,2129.3254,119.4545605468752,5.3119718490414884
2025-09-26,Jacksonville,Shreveport,Reefer,565.0,1472.19,1501.0143,28.824282226562445,1.9579186264383295
2025-09-26,New York,Baton Rouge,Flatbed,1469.5,3356.17,2955.7476,400.4224414062501,11.930934410540885
2025-09-26,Cincinnati,Shreveport,Dry Van,551.2,1298.09,1239.2992,58.79080566406242,4.529023847657899
2025-09-26,Washington,New York,Flatbed,232.3,624.76,624.3146,0.4454248046874909,0.07129534616292511
2025-09-26,Corpus Christi,Montgomery,Flatbed,725.2,1757.41,1713.9191,43.49093261718758,2.4747174886445156
2025-09-26,Bakersfield,Chattanooga,Reefer,1966.8,4356.9,4166.2495,190.65048828124964,4.375828875605354
2025-09-26,Dayton,Lexington,Flatbed,255.5,726.29,710.44214,15.847861328124964,2.1820293998437217
2025-09-26,Greensboro,Albany,Reefer,954.1,2116.49,2094.1638,22.32618164062478,1.0548682791142308
2025-09-26,Oklahoma City,Chattanooga,Reefer,819.3,2038.12,1985.5398,52.58020507812489,2.5798385314959322
2025-09-26,Bakersfield,Nashville,Dry Van,1923.6,3755.51,3568.3765,187.13353515625022,4.982906054204362
2025-09-27,El Paso,Cincinnati,Dry Van,1588.4,3268.21,3086.53,181.67997070312504,5.559005409784715
2025-09-27,Chattanooga,San Francisco,Dry Van,2282.6,4170.77,4128.8105,41.95945312500044,1.0060361306185772
2025-09-27,Salt Lake City,Tulsa,Dry Van,1268.5,2525.86,2602.329,76.46910156249987,3.027448138950689
2025-09-27,Albany,Lexington,Reefer,1046.1,2319.48,2363.1746,43.69456054687498,1.8838084634002008
2025-09-27,Atlanta,Bakersfield,Dry Van,1973.3,3623.63,3480.4622,143.1678417968751,3.9509508916990725
2025-09-27,Greensboro,Charleston,Dry Van,282.1,671.62,559.0947,112.5252734375,16.754306518194813
2025-09-27,Fort Wayne,Lexington,Dry Van,370.5,875.9,847.6522,28.247778320312477,3.225000379074378
2025-09-27,Chattanooga,Amarillo,Flatbed,1150.4,2703.93,2672.3892,31.540839843749836,1.1664813750263445
2025-09-27,Detroit,Nashville,Flatbed,723.8,1660.86,1576.6901,84.1699365234374,5.06785258982921
2025-09-27,Chattanooga,Albuquerque,Dry Van,1434.9,2947.68,2880.0935,67.58649414062484,2.2928708048575435
2025-09-27,Albany,Corpus Christi,Dry Van,2042.2,3944.36,3693.7363,250.62367187500013,6.353975597435328
2025-09-27,San Antonio,Savannah,Dry Van,1144.1,2402.78,2316.4436,86.3363964843752,3.593187744378395
2025-09-27,Reno,Memphis,Reefer,1899.1,4038.01,3996.4167,41.59325195312522,1.030043312253442
2025-09-27,Fresno,Tulsa,Dry Van,1692.6,3409.5,3242.8853,166.61474609375,4.886779471880041
2025-09-27,Fort Wayne,Richmond,Dry Van,603.0,1308.52,1248.7557,59.76426269531248,4.567317480459793
2025-09-27,Hartford,Corpus Christi,Reefer,1809.6,4072.33,3956.539,115.79093749999993,2.8433584090680255
2025-09-27,Albany,Tulsa,Reefer,1748.1,3812.12,3548.9653,263.1546679687499,6.903105567735274
2025-09-27,Tucson,Baton Rouge,Flatbed,1401.3,2971.41,3229.2495,257.83951171875015,8.677345493174963
2025-09-27,Little Rock,Dayton,Dry Van,609.7,1301.34,1274.3679,26.972080078124918,2.0726389781398344
2025-09-27,Boston,Grand Rapids,Dry Van,1058.2,2120.19,2145.8281,25.638124999999945,1.2092371438408795
2025-09-27,Shreveport,Baton Rouge,Reefer,178.1,584.16,566.3158,17.844204101562468,3.0546775030064484
2025-09-27,Kansas City,Mobile,Flatbed,663.8,1633.96,1386.8265,247.13346191406254,15.124817126126866
2025-09-27,San Antonio,Madison,Dry Van,1163.3,2292.18,2332.8828,40.702812500000164,1.775724964880601
2025-09-27,Nashville,Little Rock,Reefer,291.5,804.32,840.81995,36.49994628906245,4.537988150122146
2025-09-27,Albuquerque,Fresno,Dry Van,722.3,1583.61,1531.2211,52.3889306640624,3.308196504446322
2025-09-27,Shreveport,Mobile,Flatbed,291.6,871.46,823.93756,47.522438964843786,5.453197962596537
2025-09-27,Mobile,Cincinnati,Dry Van,460.2,1076.42,1096.4994,20.079389648437427,1.8653861548872583
2025-09-27,Albany,Tulsa,Dry Van,1733.0,3190.59,2992.473,198.11709960937515,6.209418935349736
2025-09-27,Savannah,Syracuse,Flatbed,836.3,2002.72,1867.7068,135.01321289062503,6.74149221511869
2025-09-27,Cincinnati,Hartford,Flatbed,951.2,2114.27,2053.0,61.26999999999998,2.8979269440516107
2025-09-27,Austin,Richmond,Dry Van,1674.6,3385.79,3271.4934,114.29659179687496,3.3757732108865275
2025-09-27,Harrisburg,San Antonio,Dry Van,1576.5,3171.86,3039.0188,132.84120117187513,4.188116788631122
2025-09-27,Washington,Toledo,Dry Van,520.1,1119.0,1126.5006,7.5006103515625,0.6702958312388293
2025-09-27,Mobile,Montgomery,Flatbed,170.8,526.16,535.95276,9.792758789062532,1.8611750777448934
2025-09-27,Madison,Corpus Christi,Dry Van,1093.8,2119.88,2053.7131,66.16686523437511,3.1212552236152566
2025-09-27,Louisville,Baltimore,Dry Van,936.2,1875.07,1907.9933,32.923286132812564,1.755843042276425
2025-09-27,Columbia,Oklahoma City,Dry Van,1055.8,2146.22,2107.6423,38.5776660156248,1.797470250748982
2025-09-27,Montgomery,Raleigh,Flatbed,668.4,1692.33,1677.7906,14.539350585937427,0.8591321187911003
2025-09-27,Chattanooga,Baton Rouge,Flatbed,554.3,1467.23,1382.345,84.88502929687502,5.785393516822517
2025-09-27,Fort Wayne,Lexington,Flatbed,372.0,965.68,993.4921,27.8121264648438,2.880056174389425
2025-09-27,Nashville,Dallas,Flatbed,527.0,1378.86,1356.7147,22.1452783203124,1.6060570558513847
2025-09-27,Kansas City,Amarillo,Dry Van,983.7,2043.1,2044.4391,1.339086914062591,0.06554191738351481
2025-09-27,Tucson,Lubbock,Reefer,959.2,2271.11,2188.0203,83.08973632812513,3.6585518239154036
2025-09-27,Lubbock,Toledo,Dry Van,1396.8,2706.85,2645.36,61.48989257812491,2.271640193513675
2025-09-27,Las Vegas,Greensboro,Reefer,2168.1,4509.16,4335.867,173.29281249999985,3.8431284873457554
2025-09-27,Milwaukee,Tulsa,Dry Van,663.4,1407.84,1290.4985,117.34146484374992,8.334857998334321
2025-09-27,Amarillo,Baton Rouge,Dry Van,827.5,1840.77,1790.2556,50.51438476562498,2.7441986106697187
2025-09-27,Bakersfield,Lubbock,Dry Van,1184.4,2314.18,2373.0127,58.832695312500164,2.5422696295232075
2025-09-27,Albany,Albuquerque,Reefer,2412.0,5204.12,5002.4517,201.6683398437499,3.8751669800802038
2025-09-27,Chattanooga,Phoenix,Flatbed,2040.2,4380.96,4005.5308,375.42923828125004,8.569565535436299
2025-09-27,Los Angeles,El Paso,Dry Van,573.0,1331.02,1289.0768,41.94321777343748,3.151208680067729
2025-09-27,Amarillo,Oklahoma City,Dry Van,415.2,983.64,1038.7617,55.121718750000014,5.603850875320241
2025-09-27,Raleigh,Dallas,Reefer,1177.3,2703.71,2622.8499,80.86014648437504,2.9907107820134198
2025-09-27,Albuquerque,Richmond,Dry Van,2126.6,3878.07,3731.2292,146.84075195312516,3.786438923307861
2025-09-27,Little Rock,Milwaukee,Dry Van,498.5,1157.62,1115.7991,41.82092773437489,3.6126645820195655
2025-09-27,Baton Rouge,Shreveport,Dry Van,176.4,490.81,513.9248,23.114804687499998,4.709521950958619
2025-09-27,Reno,Little Rock,Dry Van,1722.6,3381.92,3324.4165,57.50349609375007,1.7003210038602354
2025-09-27,Dayton,San Antonio,Dry Van,1183.3,2442.27,2418.9612,23.308818359374982,0.9543915439068974
2025-09-27,Atlanta,Tulsa,Dry Van,576.3,1321.91,1282.6056,39.30440917968758,2.9733044745623816
2025-09-27,Syracuse,Toledo,Flatbed,463.6,1146.87,1120.7161,26.15393554687489,2.280462087845605
2025-09-27,Memphis,Bakersfield,Dry Van,1828.6,3330.74,3375.8406,45.10057617187522,1.3540707522014694
2025-09-27,Bakersfield,Los Angeles,Dry Van,389.7,916.16,939.7741,23.614108886718782,2.5775092654906113
2025-09-27,Boston,Buffalo,Flatbed,587.1,1361.47,1263.7203,97.74966308593753,7.179714799880829
2025-09-27,Amarillo,Montgomery,Dry Van,1211.3,2496.2,2463.4968,32.70317382812482,1.3101183329911394
2025-09-27,Fort Wayne,Shreveport,Reefer,831.0,1886.36,1715.2573,171.1026757812499,9.07052077976897
2025-09-27,Mobile,Grand Rapids,Reefer,973.4,2156.27,2133.7998,22.470195312499982,1.0420863487643004
2025-09-27,Philadelphia,Mobile,Dry Van,1151.6,2290.39,2284.6113,5.778671874999873,0.25230078174458814
2025-09-27,Shreveport,Salt Lake City,Flatbed,1404.8,3171.04,2986.8542,184.18575195312496,5.808370501574403
2025-09-27,Reno,Memphis,Flatbed,1842.9,3802.71,3794.0366,8.673378906250036,0.22808415330777357
2025-09-27,Mobile,Fresno,Dry Van,2159.5,3995.74,3850.599,145.14087890624978,3.6323904685052026
2025-09-27,Los Angeles,Nashville,Dry Van,2012.3,3890.78,4003.9033,113.1233203124998,2.9074715176005785
2025-09-27,El Paso,Green Bay,Flatbed,1650.2,3408.02,3315.6624,92.35764648437498,2.7100089343482425
2025-09-27,Kansas City,Harrisburg,Dry Van,811.9,1700.72,1670.67,30.049956054687527,1.7668961413217652
2025-09-27,Greensboro,Kansas City,Dry Van,615.8,1315.81,1273.0702,42.739809570312445,3.2481748558159955
2025-09-27,Lexington,Buffalo,Reefer,569.1,1349.68,1325.3182,24.361762695312564,1.8050028669990341
2025-09-27,Oklahoma City,Fresno,Flatbed,1453.8,3325.68,3194.1775,131.50250976562484,3.9541540306230556
2025-09-27,Toledo,Indianapolis,Dry Van,397.3,891.87,938.0477,46.177729492187495,5.177630090953557
2025-09-27,Lexington,Milwaukee,Reefer,331.2,952.82,972.3475,19.5274731445312,2.0494398883872296
2025-09-27,Amarillo,Lexington,Dry Van,1285.2,2583.02,2538.5415,44.47849609374998,1.7219570926183296
2025-09-27,Jacksonville,Mobile,Reefer,273.2,815.6,823.98596,8.385961914062477,1.028195428403933
2025-09-27,Mobile,Savannah,Dry Van,437.6,976.42,1025.1296,48.70963867187504,4.988594935773032
2025-09-27,Lubbock,Philadelphia,Reefer,1905.2,4427.33,4189.851,237.47892578124993,5.363930987327575
2025-09-27,Shreveport,Hartford,Reefer,1448.3,3311.83,3352.9856,41.15559570312507,1.24268442834098
2025-09-27,Philadelphia,Phoenix,Dry Van,2949.2,5438.66,5291.3643,147.29574218749985,2.70830943996315
2025-09-27,Bakersfield,Charleston,Dry Van,2538.1,4489.52,4319.7173,169.80271484375044,3.78220199138773
2025-09-27,Toledo,Columbia,Dry Van,590.0,1233.05,1244.1465,11.096484375000045,0.899921688090511
2025-09-27,Phoenix,Shreveport,Reefer,1656.5,3859.28,3689.4963,169.7836621093752,4.399361075365746
2025-09-27,Lubbock,Indianapolis,Dry Van,1048.7,2272.14,2130.7634,141.37657226562487,6.222176990221768
2025-09-27,Oklahoma City,Amarillo,Dry Van,411.9,1014.25,1061.3541,47.1041259765625,4.644232287558541
2025-09-27,Fort Wayne,Tampa,Reefer,1056.0,2532.76,2332.1985,200.56151367187522,7.918693980948658
2025-09-27,Milwaukee,Baton Rouge,Dry Van,781.3,1677.41,1627.727,49.68294921875008,2.961884644705235
2025-09-27,Mobile,Greensboro,Reefer,519.9,1317.5,1292.6705,24.8294677734375,1.8845895843216318
2025-09-27,Jacksonville,Shreveport,Dry Van,566.8,1347.11,1344.1943,2.9156640624999,0.21643845435784012
2025-09-27,Tulsa,Grand Rapids,Dry Van,985.2,2056.61,1951.7351,104.87489257812513,5.099405943670658
2025-09-27,Boston,Phoenix,Dry Van,3183.8,13420.59,5649.1787,7771.4112890625,57.90662920976276
2025-09-27,Grand Rapids,Baton Rouge,Reefer,1128.8,2701.16,2502.5576,198.60238281249985,7.352484962479078
2025-09-27,Cincinnati,Houston,Dry Van,758.9,1587.63,1476.483,111.14696777343761,7.000810502033699
2025-09-27,Toledo,Greensboro,Dry Van,519.9,1077.11,1044.2457,32.8642724609374,3.0511528498423934
2025-09-27,Jacksonville,Grand Rapids,Dry Van,963.2,1919.24,1776.6753,142.56470703125,7.428185481297285
2025-09-27,Shreveport,Lubbock,Dry Van,580.9,1371.1,1332.8491,38.25087890624991,2.7897949752935536
2025-09-27,Milwaukee,Mobile,Dry Van,638.4,1433.8,1379.0436,54.756420898437455,3.818972025278104
2025-09-27,Toledo,Baton Rouge,Dry Van,1074.2,2087.18,2069.7593,17.420722656249836,0.8346535831241118
2025-09-27,Fort Wayne,Dayton,Dry Van,141.9,386.73,382.8294,3.900593261718768,1.0086089162254719
2025-09-27,Los Angeles,Boston,Dry Van,3232.0,6039.73,5833.5957,206.13429687499956,3.4129720513168564
2025-09-27,Boston,Houston,Dry Van,1781.2,3466.52,3451.4722,15.047832031249982,0.4340904431894229
2025-09-27,Philadelphia,Jacksonville,Reefer,936.6,2248.59,2227.2908,21.299228515625146,0.9472259734155691
2025-09-27,Chattanooga,San Antonio,Dry Van,907.7,1938.08,1916.6843,21.395673828124927,1.1039623662658367
2025-09-27,Oklahoma City,Harrisburg,Dry Van,1453.1,2948.77,2937.5696,11.200419921874982,0.3798336228961561
2025-09-27,Albuquerque,Oklahoma City,Reefer,811.6,1944.78,1825.7356,119.04440429687497,6.121227300613693
2025-09-27,Detroit,Philadelphia,Flatbed,769.6,1726.89,1482.6604,244.2295996093751,14.142742132352096
2025-09-27,St. Louis,Jacksonville,Flatbed,638.9,1529.34,1412.9895,116.35049804687492,7.607889550189946
