route,count,mean,median
Louisville → Richmond,11,1566.3527272727274,1553.2
Louisville → Amarillo,11,2509.8845454545453,2481.79
Los Angeles → Salt Lake City,11,1313.1945454545455,1299.89
Birmingham → Los Angeles,11,4036.829090909091,4081.96
Los Angeles → Milwaukee,11,4040.618181818182,3968.27
Los Angeles → Madison,11,4104.162727272727,4058.51
El Paso → Toledo,11,3479.02,3572.24
Albany → Madison,11,2291.718181818182,2249.86
Tucson → Harrisburg,11,4596.847272727273,4553.24
Tucson → Corpus Christi,11,2594.9218181818183,2567.42
Albany → Salt Lake City,11,5025.046363636364,5006.34
Cincinnati → Albuquerque,11,3090.2,3108.67
Columbia → Chattanooga,11,732.8363636363637,740.77
Cincinnati → Indianapolis,11,529.6663636363636,542.56
Green Bay → Dayton,11,934.2299999999999,970.39
Green Bay → Chattanooga,11,1564.6554545454544,1530.36
Tucson → Tulsa,11,2644.6418181818185,2597.51
Cincinnati → Dayton,11,653.2418181818182,669.78
Cincinnati → Tampa,11,1653.0145454545454,1623.43
Cincinnati → Reno,11,3704.524545454545,3626.2
Green Bay → Lexington,11,1388.6709090909092,1378.22
Cincinnati → New Orleans,11,1240.0881818181817,1243.84
El Paso → Raleigh,11,4299.099090909091,4259.95
Birmingham → Shreveport,11,1023.2790909090909,1009.07
Little Rock → Philadelphia,11,2694.0672727272727,2714.49
Little Rock → Boston,11,3117.490909090909,3160.75
Little Rock → Baton Rouge,11,826.3063636363637,833.45
Washington → Mobile,11,2034.9463636363637,2001.73
Las Vegas → Tucson,11,655.3236363636363,651.21
Washington → Richmond,11,286.55727272727273,232.12
Tulsa → San Antonio,11,1086.9781818181818,1085.4
Green Bay → Atlanta,11,2025.9936363636364,1755.06
Washington → Nashville,10,1698.4560000000001,1663.15
Fresno → Albany,10,5834.803,5896.75
Albany → Grand Rapids,10,1874.7900000000002,1817.96
Tulsa → Philadelphia,10,3235.579,3269.245
Fresno → Boston,10,6160.404,6167.35
Boston → Fresno,10,6389.587,6458.450000000001
Milwaukee → Las Vegas,10,3644.597,3625.835
Raleigh → Savannah,10,907.5619999999999,909.5899999999999
Houston → Albuquerque,10,2500.9880000000003,2537.32
Houston → Baltimore,10,3229.02,3060.3
Houston → Boston,10,3748.4080000000004,3732.745
Reno → Dayton,10,4856.072,3926.625
Reno → Harrisburg,10,4681.09,4741.16
Atlanta → Baltimore,10,2663.808,1905.82
Green Bay → Oklahoma City,10,2675.469,2664.795
Green Bay → Phoenix,10,4141.285,4073.3900000000003
Green Bay → Providence,10,2475.952,2442.81
Boston → Cincinnati,10,2994.826,2280.73
Boston → Corpus Christi,10,3822.364,3786.01
Bakersfield → Savannah,10,4462.437,4373.26
Cincinnati → San Francisco,10,4402.942,4462.35
Tucson → Tampa,10,3796.903,3765.425
Green Bay → Charleston,10,1963.586,1900.895
Lexington → Washington,10,1216.2649999999999,1199.165
Albany → Washington,10,1236.559,1253.21
Boston → Chattanooga,10,2405.318,2430.355
Tucson → Madison,10,3410.489,3375.81
Cincinnati → Providence,10,2360.44,2320.345
Hartford → New Orleans,10,2874.904,2897.08
Hartford → San Francisco,10,6059.5,6104.955
Houston → Dayton,10,2052.938,2041.645
Reno → Charleston,10,4963.523,5156.215
Raleigh → Houston,10,2529.584,2535.325
Raleigh → Los Angeles,10,5265.963,5226.68
Raleigh → New York,10,1023.5020000000001,1026.665
Chattanooga → Buffalo,10,1726.3849999999998,1729.915
Memphis → St. Louis,10,665.699,647.415
Memphis → Madison,10,1172.993,1178.635
Memphis → Providence,10,2715.861,2628.51
Salt Lake City → Baton Rouge,10,3026.172,2992.085
Madison → Tucson,10,3432.0910000000003,3272.325
Fort Wayne → Louisville,10,877.3530000000001,828.69
Richmond → Austin,10,3255.109,3240.665
Richmond → Boston,10,1130.8139999999999,1128.12
Amarillo → Tampa,10,2775.59,2723.3450000000003
Buffalo → Green Bay,10,1285.02,1267.2600000000002
Fresno → San Francisco,10,607.14,587.92
New York → Nashville,10,2548.312,2149.92
Indianapolis → Milwaukee,10,326.457,325.32
Nashville → Reno,10,4042.3370000000004,4137.08
Bakersfield → Little Rock,10,3384.393,3389.105
New Orleans → Tucson,10,2900.598,2868.59
New York → Albany,10,840.028,843.98
New York → Boston,10,738.0930000000001,743.37
Fort Wayne → Dayton,10,365.66700000000003,368.24
Toledo → San Francisco,10,4475.0830000000005,4385.1849999999995
Toledo → Tulsa,10,2064.9900000000002,2065.71
Lexington → Louisville,10,493.49300000000005,489.78999999999996
Lexington → St. Louis,10,830.61,823.645
Little Rock → Houston,10,923.844,917.065
Columbia → Austin,10,2554.949,2537.99
Columbia → Birmingham,10,700.155,711.285
Atlanta → Albuquerque,10,3039.185,3042.4049999999997
Boston → Toledo,10,1955.225,1938.9099999999999
Detroit → Philadelphia,10,1654.654,1653.75
Mobile → Austin,10,1979.812,2054.29
Baltimore → Syracuse,10,1039.647,1035.5500000000002
Fort Wayne → Savannah,10,1428.673,1423.75
Providence → Shreveport,10,3163.939,3130.25
Buffalo → Albany,10,1085.331,1073.42
Albuquerque → Atlanta,10,2967.107,3191.235
Little Rock → Montgomery,10,1139.433,1126.045
Little Rock → Phoenix,10,3405.125,3404.99
Albuquerque → Cincinnati,10,2987.395,2935.665
Columbia → Jacksonville,10,628.844,638.435
Columbia → Madison,10,1571.282,1542.335
Columbia → Corpus Christi,10,2148.666,2094.885
Greensboro → Albuquerque,10,3606.793,3589.815
Toledo → Greensboro,10,1161.953,1169.185
Corpus Christi → Tampa,10,1484.72,1532.1599999999999
Hartford → Boston,10,495.73999999999995,502.20000000000005
Madison → Tulsa,10,1707.548,1692.8200000000002
Memphis → Boston,10,2726.812,2685.46
Memphis → Green Bay,10,1630.1860000000001,1572.95
Memphis → Houston,10,1286.447,1267.275
Salt Lake City → Chattanooga,10,3631.799,3677.02
Salt Lake City → Hartford,10,4649.668,4893.674999999999
El Paso → Buffalo,10,4173.579,4064.3199999999997
San Antonio → Buffalo,10,3303.8010000000004,3198.955
San Antonio → El Paso,10,2045.145,2002.745
Madison → Harrisburg,10,1616.676,1598.65
Madison → Shreveport,10,1638.4,1633.835
Salt Lake City → Lexington,10,3655.1339999999996,3645.93
Salt Lake City → Milwaukee,10,3298.7400000000002,3271.6549999999997
Birmingham → Reno,10,4055.79,4109.47
Tampa → Syracuse,10,2725.593,2717.7650000000003
Toledo → Albany,10,1658.9330000000002,1634.48
Toledo → Baltimore,10,2113.7889999999998,1707.42
Grand Rapids → New York,10,1699.7869999999998,1668.255
Charleston → Grand Rapids,10,1816.4739999999997,1833.54
Jacksonville → Grand Rapids,10,2009.693,1994.115
Nashville → Green Bay,10,1625.385,1609.1799999999998
Dayton → Shreveport,10,1647.0819999999999,1651.7649999999999
Little Rock → Cincinnati,10,1013.933,996.98
Chattanooga → Tucson,10,3587.958,3512.08
Chattanooga → Tulsa,10,1235.059,1224.4499999999998
Jacksonville → Madison,10,1872.952,1843.585
Jacksonville → Milwaukee,10,1481.23,1455.8649999999998
Jacksonville → Montgomery,10,393.684,393.655
Indianapolis → Philadelphia,10,1924.529,2030.485
Detroit → Cincinnati,10,1314.569,1297.895
Jacksonville → Boston,10,2351.317,2410.795
Dayton → Mobile,10,1432.95,1491.495
New York → Salt Lake City,10,4872.043,4739.965
Buffalo → Amarillo,10,3533.8840000000005,3422.385
Charleston → Providence,10,1609.12,1639.56
Charleston → Raleigh,10,521.758,502.025
Kansas City → Amarillo,10,2105.784,2108.4049999999997
Baton Rouge → Birmingham,10,1190.7,1214.17
Providence → Milwaukee,10,2436.2599999999998,2378.015
Buffalo → Corpus Christi,10,2833.366,3062.9700000000003
Tampa → Grand Rapids,10,2443.369,2447.13
El Paso → Tampa,10,3312.4730000000004,3278.3149999999996
Greensboro → Detroit,10,1370.007,1347.58
Greensboro → Green Bay,10,1619.9879999999998,1607.585
Chattanooga → Reno,10,4058.7409999999995,4046.635
Chattanooga → San Antonio,10,2004.479,2013.17
Amarillo → Louisville,10,2499.943,2485.18
Mobile → Madison,10,1806.539,1787.1950000000002
Mobile → New Orleans,10,753.39,740.565
Providence → Albany,10,1194.1209999999999,1194.685
Madison → Indianapolis,10,730.8399999999999,732.56
Madison → Jacksonville,10,1695.659,1757.535
San Antonio → Houston,10,784.145,770.3299999999999
San Antonio → Indianapolis,10,2082.562,2069.88
Amarillo → Corpus Christi,10,1606.05,1626.47
San Francisco → Phoenix,10,1525.9940000000001,1511.115
Madison → Boston,10,2595.088,2574.235
Dayton → Greensboro,10,894.7630000000001,905.235
Syracuse → New York,10,718.03,716.81
Los Angeles → New Orleans,10,3488.744,3505.315
Syracuse → Raleigh,10,1222.114,1267.54
Syracuse → San Francisco,10,5264.308,5177.46
Little Rock → Toledo,10,1711.273,1698.31
Tampa → Charleston,10,1510.807,1505.03
Tampa → El Paso,10,3352.6639999999998,3274.19
San Francisco → Albany,10,5678.102,5552.365
Providence → Greensboro,10,1901.247,1855.115
Providence → Lexington,10,2136.538,2120.865
Mobile → Tampa,10,1103.6680000000001,797.865
Jacksonville → Syracuse,10,2023.034,1961.01
Buffalo → Boston,10,1916.1979999999999,1254.6599999999999
Atlanta → Green Bay,10,1747.096,1798.515
Albuquerque → El Paso,10,557.14,551.345
Albuquerque → Houston,10,2352.1220000000003,2331.9849999999997
Baltimore → Montgomery,10,2160.788,2197.96
Oklahoma City → Greensboro,10,2247.744,2342.115
Austin → Mobile,10,1784.1970000000001,1755.67
Austin → Oklahoma City,10,629.0179999999999,625.3699999999999
Dayton → El Paso,10,3265.8360000000002,3319.355
Dayton → Green Bay,10,908.033,893.5699999999999
Corpus Christi → Hartford,10,3564.822,3558.8500000000004
Corpus Christi → Jacksonville,10,1890.955,1845.8850000000002
Lubbock → Raleigh,10,3464.432,3469.435
El Paso → Green Bay,10,3343.079,3318.3500000000004
Chattanooga → Madison,10,1290.664,1264.115
Phoenix → Raleigh,10,4907.076999999999,4722.385
Phoenix → Corpus Christi,10,2996.4790000000003,2885.49
Detroit → Houston,10,2432.243,2542.59
Albuquerque → Kansas City,10,2418.212,2541.8999999999996
Albuquerque → Los Angeles,10,1603.025,1599.355
St. Louis → Mobile,10,1334.475,1318.7350000000001
Louisville → Boston,10,2434.096,2397.355
Greensboro → Savannah,10,569.411,568.895
Syracuse → Savannah,10,1695.8260000000002,1690.56
Syracuse → Tulsa,10,2510.3599999999997,2703.625
Los Angeles → Tampa,10,4269.289,4219.155
Harrisburg → Albuquerque,10,4020.4610000000002,3978.7650000000003
Syracuse → Corpus Christi,10,3283.493,3321.84
Montgomery → Albuquerque,10,3303.1160000000004,3280.4300000000003
Houston → New York,10,3998.732,3184.315
Houston → Phoenix,10,3133.2,3175.88
Lubbock → Albuquerque,10,1815.318,1752.865
Lubbock → Chattanooga,10,2113.4849999999997,2088.4399999999996
Harrisburg → Oklahoma City,10,3466.2879999999996,3010.94
San Francisco → San Antonio,10,3363.1169999999997,3321.745
Mobile → Providence,10,2780.157,2749.545
Dayton → Bakersfield,10,4165.872,4191.16
Montgomery → Boston,10,2643.912,2641.55
Montgomery → Dayton,10,1532.035,1513.49
Shreveport → San Francisco,10,4062.2339999999995,4093.1800000000003
St. Louis → Bakersfield,10,3636.942,3645.66
St. Louis → El Paso,10,2943.2380000000003,2890.585
Dayton → Albany,10,1907.641,1888.9650000000001
Montgomery → Tulsa,10,1498.925,1449.99
Oklahoma City → Madison,10,2086.335,2062.975
Oklahoma City → Salt Lake City,10,2172.422,2161.4449999999997
Austin → Indianapolis,10,2164.568,2189.71
Harrisburg → Grand Rapids,10,1277.173,1294.755
Shreveport → Fresno,10,3856.843,3864.09
Grand Rapids → Greensboro,10,1350.764,1422.885
Grand Rapids → Little Rock,10,1814.4419999999998,1829.38
Albuquerque → Raleigh,10,4096.286,4035.51
Shreveport → Providence,10,3039.802,3223.16
Louisville → Hartford,10,2144.257,2119.745
Philadelphia → Reno,10,5299.721,5406.28
Albuquerque → San Antonio,10,2062.552,2057.465
Albuquerque → Savannah,10,3683.082,3581.83
Corpus Christi → Lubbock,10,837.5889999999999,838.05
Corpus Christi → Milwaukee,10,2073.733,2198.11
Kansas City → St. Louis,10,368.755,369.54499999999996
Las Vegas → Bakersfield,10,371.565,327.995
Savannah → Charleston,10,496.976,523.1600000000001
Savannah → Fresno,10,4986.726,4978.295
Louisville → Mobile,10,1079.061,1047.6
Louisville → Nashville,10,534.8050000000001,534.265
Lubbock → Dayton,10,2608.6510000000003,2583.5699999999997
Corpus Christi → Grand Rapids,10,2768.134,2744.66
Amarillo → Albuquerque,10,1375.087,1020.905
Buffalo → St. Louis,10,1668.768,1657.895
Atlanta → St. Louis,10,939.0,949.56
Montgomery → Memphis,10,1268.585,1065.97
Jacksonville → Houston,10,1707.0279999999998,1644.505
Lubbock → Green Bay,10,2917.491,2894.175
Savannah → Memphis,10,1204.146,1156.915
Savannah → Montgomery,10,853.146,843.5550000000001
Savannah → Shreveport,10,1650.9189999999999,1656.975
Albuquerque → Milwaukee,10,3973.612,2906.505
Albuquerque → Oklahoma City,10,1862.221,1877.67
Albuquerque → Toledo,10,3233.054,3250.175
Albuquerque → Tulsa,10,2183.551,2189.255
Corpus Christi → Chattanooga,10,2149.841,1753.475
Corpus Christi → Fresno,10,3466.959,3440.395
Tulsa → Reno,10,3278.579,3205.855
Fresno → Charleston,10,5263.852000000001,5138.155000000001
Bakersfield → Madison,10,3386.011,3364.065
Nashville → Little Rock,10,763.787,758.1600000000001
Boston → Houston,10,3572.058,3518.715
Tulsa → Dayton,10,1750.2459999999999,1729.255
Tulsa → Jacksonville,10,1728.852,1796.975
Tulsa → Mobile,10,1193.353,1193.185
Green Bay → Corpus Christi,10,2929.981,2980.51
Jacksonville → Detroit,10,1842.816,1986.585
Albany → Buffalo,10,1061.3780000000002,1089.4099999999999
Albany → Charleston,10,1909.896,1849.0900000000001
Washington → El Paso,10,4230.656,4274.52
Washington → Fort Wayne,10,1215.399,1192.28
Washington → Atlanta,10,1714.194,1559.955
New Orleans → Lexington,10,1455.258,1458.585
Boston → Green Bay,10,2319.328,2293.635
Tulsa → Raleigh,9,2453.854444444444,2397.45
Boston → Greensboro,9,1892.6822222222222,1854.36
New Orleans → Grand Rapids,9,2124.748888888889,2148.45
Tulsa → Syracuse,9,2699.9611111111108,2614.31
Green Bay → Baltimore,9,2185.773333333333,2240.87
Jacksonville → Dayton,9,1451.621111111111,1458.82
Jacksonville → Chattanooga,9,829.9722222222222,823.57
Tulsa → Kansas City,9,1313.4066666666668,1361.04
Tulsa → Indianapolis,9,1342.607777777778,1307.44
Tulsa → Green Bay,9,2072.6366666666668,2051.73
Las Vegas → Shreveport,9,3257.8888888888887,3210.97
Lexington → Austin,9,2401.0055555555555,2297.89
New Orleans → Nashville,9,958.671111111111,968.65
Bakersfield → New Orleans,9,3421.192222222222,3352.96
New Orleans → Albany,9,3182.2388888888886,3038.18
Corpus Christi → Charleston,9,2464.038888888889,2434.6
Savannah → Tucson,9,4028.9622222222224,3975.36
Savannah → Philadelphia,9,1652.158888888889,1645.67
Savannah → New Orleans,9,1558.0944444444444,1576.9
Lubbock → Indianapolis,9,2221.408888888889,2272.14
Lubbock → Harrisburg,9,3541.9166666666665,3405.4
St. Louis → Memphis,9,651.1755555555555,646.5
Philadelphia → Indianapolis,9,2103.1877777777777,2111.5
Philadelphia → Dayton,9,1730.2077777777777,1737.62
Philadelphia → Corpus Christi,9,3638.4455555555555,3764.84
Philadelphia → Chattanooga,9,2089.587777777778,2071.58
Indianapolis → Cincinnati,9,484.7811111111111,506.9
Jacksonville → Harrisburg,9,1723.6944444444443,1692.67
Atlanta → Washington,9,1544.6799999999998,1521.53
Phoenix → Birmingham,9,4203.171111111111,4098.28
Buffalo → Salt Lake City,9,4179.141111111111,4162.33
Lubbock → Detroit,9,3055.273333333333,2952.96
Louisville → Montgomery,9,1203.78,1199.59
Harrisburg → Memphis,9,1742.088888888889,1734.72
Austin → Grand Rapids,9,2883.6877777777777,2835.15
Los Angeles → Savannah,9,4701.018888888889,4735.59
Los Angeles → Raleigh,9,5235.335555555556,5389.49
Birmingham → Mobile,9,547.8411111111111,541.2
Harrisburg → Cincinnati,9,1351.0766666666668,1354.84
Harrisburg → Chattanooga,9,1971.23,1573.73
Shreveport → Madison,9,1704.5844444444444,1678.61
Shreveport → Detroit,9,2189.62,2147.36
Harrisburg → Green Bay,9,1386.8522222222223,1355.23
Louisville → New York,9,1954.2988888888892,1985.3
Austin → Lexington,9,2956.087777777778,2403.25
Austin → Kansas City,9,2107.144444444444,2044.24
Nashville → Albuquerque,9,2901.9344444444446,2958.24
Montgomery → San Francisco,9,4548.872222222222,4530.68
Jacksonville → Philadelphia,9,2015.3700000000001,2032.97
Jacksonville → Nashville,9,968.0133333333332,954.67
Philadelphia → Kansas City,9,2456.347777777778,2455.82
St. Louis → Greensboro,9,1155.1555555555556,1159.62
San Francisco → Toledo,9,4678.9366666666665,4893.15
Harrisburg → Syracuse,9,665.4122222222222,654.24
Birmingham → Hartford,9,2220.3044444444445,2172.57
Harrisburg → San Francisco,9,5354.179999999999,5380.28
Houston → New Orleans,9,681.1877777777778,690.34
Harrisburg → Charleston,9,1096.5955555555556,1109.0
Harrisburg → Amarillo,9,3488.3566666666666,3489.69
Birmingham → Memphis,9,719.1355555555556,699.99
Columbia → Savannah,9,364.4822222222222,366.28
Louisville → Columbia,9,891.6455555555556,878.61
Louisville → Baton Rouge,9,1470.6155555555556,1446.05
Detroit → Grand Rapids,9,368.9222222222222,365.2
Detroit → Fresno,9,4478.702222222222,4542.99
Chattanooga → Corpus Christi,9,1752.3000000000002,1721.55
Jacksonville → Tucson,9,4949.635555555556,4114.55
Atlanta → Harrisburg,9,1456.8655555555556,1419.2
San Francisco → Lexington,9,4431.308888888889,4340.88
San Francisco → Hartford,9,5662.7844444444445,5760.01
Lubbock → Toledo,9,2583.9277777777775,2729.15
Indianapolis → Madison,9,612.7755555555556,657.26
Indianapolis → Kansas City,9,486.8855555555556,471.47
Bakersfield → Baltimore,9,5101.904444444444,5417.05
Austin → Tucson,9,2150.4777777777776,2128.7
Indianapolis → Baltimore,9,2154.3688888888887,2140.85
Philadelphia → Baltimore,9,295.19444444444446,302.41
Albuquerque → Indianapolis,9,3838.968888888889,2803.99
Syracuse → Harrisburg,9,672.3933333333333,644.95
Fresno → Grand Rapids,9,4240.001111111112,4242.07
Jacksonville → San Francisco,9,5056.425555555556,5121.15
Jacksonville → Salt Lake City,9,3843.6000000000004,3918.02
Mobile → San Francisco,9,4375.6322222222225,4454.89
Providence → Hartford,9,672.2044444444444,671.59
San Antonio → Toledo,9,2711.9133333333334,2676.11
San Antonio → San Francisco,9,3476.4622222222224,3590.15
San Antonio → Lubbock,9,374.9144444444444,373.96
San Antonio → Louisville,9,2230.6600000000003,2187.34
Tampa → New York,9,2495.538888888889,2448.42
Greensboro → Madison,9,1315.8177777777778,1375.18
Greensboro → Louisville,9,834.18,807.53
Birmingham → Lexington,9,812.6077777777778,820.91
Birmingham → Jacksonville,9,569.6088888888888,547.82
Syracuse → Indianapolis,9,2482.387777777778,1726.66
Tampa → Lubbock,9,2106.7322222222224,2065.8
Tampa → Kansas City,9,2115.956666666667,2103.99
Grand Rapids → Boston,9,3074.548888888889,2144.64
Grand Rapids → Austin,9,2911.5555555555557,2902.67
Madison → El Paso,9,3122.2322222222224,3125.04
San Francisco → Montgomery,9,4542.591111111111,4522.03
San Francisco → Los Angeles,9,1444.5088888888888,1455.51
Amarillo → Dayton,9,2744.8855555555556,2723.05
San Antonio → Harrisburg,9,3176.2033333333334,3079.84
San Antonio → Green Bay,9,2878.543333333333,2787.96
Boston → New York,9,710.0444444444444,670.67
Boston → Memphis,9,2729.2344444444443,2736.43
Boston → Los Angeles,9,6215.11,6371.06
San Francisco → Charleston,9,5129.291111111111,5041.15
Providence → Columbia,9,1824.7133333333331,1868.58
Providence → Charleston,9,1617.6944444444443,1650.86
Providence → Amarillo,9,4709.787777777778,4710.06
Phoenix → Tulsa,9,3094.6388888888887,3092.36
Baltimore → Savannah,9,1568.9244444444444,1528.02
Detroit → Mobile,9,2208.011111111111,2255.41
Amarillo → Houston,9,1678.6477777777777,1693.11
Amarillo → Harrisburg,9,3747.733333333333,3818.44
Madison → Nashville,9,1267.6566666666668,1265.11
Los Angeles → Birmingham,9,4269.745555555555,4263.76
Los Angeles → Baltimore,9,5699.115555555556,5592.89
Columbia → Providence,9,1980.1699999999998,1956.23
Toledo → Boston,9,1932.6777777777777,1864.77
Tampa → Harrisburg,9,2236.9622222222224,2273.26
Tampa → Greensboro,9,1614.2033333333334,1623.13
Los Angeles → Louisville,9,4082.658888888889,3998.82
Los Angeles → Harrisburg,9,5089.7266666666665,5037.03
El Paso → Reno,9,1611.5377777777778,1593.97
Tampa → Fort Wayne,9,2189.541111111111,2140.29
Buffalo → Dallas,9,2676.943333333333,2708.64
Fresno → Washington,9,5349.3422222222225,5176.02
Providence → Mobile,9,2719.067777777778,2724.56
Providence → Los Angeles,9,5905.877777777778,5749.81
Mobile → Detroit,9,2148.428888888889,2156.71
Mobile → Birmingham,9,500.0588888888889,509.58
Charleston → San Francisco,9,4865.888888888889,5133.96
Raleigh → Charleston,9,552.2744444444445,542.58
Raleigh → Albuquerque,9,4117.9077777777775,4082.08
Charleston → Austin,9,2989.9733333333334,3016.28
Buffalo → Washington,9,676.3877777777777,687.07
New York → Savannah,9,1684.59,1737.3
New York → New Orleans,9,2727.4044444444444,2746.1
Dayton → Nashville,9,961.5955555555556,952.96
Detroit → Baton Rouge,9,2457.5855555555554,2409.45
Jacksonville → Fresno,9,4943.682222222222,4956.74
Austin → Shreveport,9,1409.9855555555557,1384.52
Oklahoma City → Birmingham,9,2133.29,1979.4
New York → Toledo,9,1453.87,1464.31
Charleston → Greensboro,9,763.23,695.19
Charleston → Chattanooga,9,1214.4288888888889,1220.05
Corpus Christi → Shreveport,9,1072.427777777778,1059.7
Corpus Christi → Raleigh,9,2591.1511111111113,2768.22
Salt Lake City → Lubbock,9,2144.262222222222,2168.46
Salt Lake City → Kansas City,9,3055.125555555556,2989.33
Salt Lake City → Fresno,9,1128.02,1098.24
Memphis → Jacksonville,9,1105.9744444444445,1067.92
Memphis → Harrisburg,9,1741.581111111111,1778.44
Hartford → Detroit,9,1648.4988888888888,1611.43
Salt Lake City → Bakersfield,9,740.0788888888889,720.47
Salt Lake City → Amarillo,9,1410.3555555555556,1362.67
Richmond → San Francisco,9,5399.611111111111,5372.09
Birmingham → Charleston,9,1156.2955555555554,1130.15
Birmingham → Baton Rouge,9,1180.35,1200.36
Memphis → Los Angeles,9,3693.068888888889,3711.17
Memphis → Little Rock,9,603.6333333333333,592.37
Amarillo → Reno,9,2343.9955555555553,2302.76
Dallas → Atlanta,9,1677.1544444444444,1418.77
Toledo → Little Rock,9,1731.191111111111,1712.03
Chattanooga → Dayton,9,957.188888888889,956.31
Fort Wayne → Birmingham,9,1415.8277777777778,1401.37
Cincinnati → Corpus Christi,9,2727.9377777777777,2145.78
Little Rock → San Antonio,9,1391.5466666666666,1342.82
Little Rock → Milwaukee,9,1153.4544444444446,1161.43
Little Rock → Memphis,9,580.4266666666667,575.78
Madison → Savannah,9,1797.8444444444444,1764.02
El Paso → Dayton,9,3009.1966666666667,3280.97
Houston → Green Bay,9,2566.658888888889,2532.98
Fort Wayne → San Francisco,9,4426.700000000001,4457.73
Fort Wayne → Salt Lake City,9,3418.4033333333336,3453.76
Fort Wayne → Providence,9,2186.1422222222222,2206.81
Detroit → Montgomery,9,2060.98,2023.69
Amarillo → Tulsa,9,1557.1977777777777,1524.04
Columbia → Albuquerque,9,3401.45,3336.06
Green Bay → Syracuse,9,1644.7966666666666,1344.32
Grand Rapids → Savannah,9,1793.04,1778.52
Little Rock → Hartford,9,2908.917777777778,2904.7
Little Rock → Harrisburg,9,2120.6844444444446,2110.66
Little Rock → Grand Rapids,9,1926.981111111111,1897.96
Toledo → San Antonio,9,2726.0144444444445,2652.85
Toledo → Memphis,9,1406.1,1401.79
Las Vegas → Kansas City,9,3296.6644444444446,3248.29
Chattanooga → El Paso,9,3172.7511111111107,3109.93
Fort Wayne → Dallas,9,2107.7155555555555,2046.33
Dayton → Raleigh,9,1295.4455555555555,1363.62
Dayton → Phoenix,9,4105.707777777778,4108.07
Indianapolis → Toledo,9,911.3688888888888,902.06
Indianapolis → Tampa,9,1797.7366666666667,1791.61
Bakersfield → Las Vegas,9,324.5855555555556,313.07
Dayton → Lexington,9,677.0188888888889,671.06
Richmond → Albuquerque,9,4200.522222222223,4155.93
Chattanooga → Austin,9,2225.2511111111107,2143.17
Salt Lake City → Buffalo,9,4242.885555555556,4174.16
Memphis → Tucson,9,3295.121111111111,3317.04
Memphis → San Francisco,9,4182.8133333333335,4145.32
Dallas → Columbia,9,1817.2633333333333,1815.43
Raleigh → New Orleans,9,2198.367777777778,2168.46
Raleigh → Lubbock,9,3187.374444444444,3087.95
Hartford → Washington,9,811.1677777777778,820.3
Hartford → St. Louis,9,2271.2655555555557,2239.01
Fresno → Reno,9,1226.1788888888889,1188.61
Buffalo → Jacksonville,9,1852.5077777777778,1869.49
Reno → Little Rock,9,3582.7144444444443,3468.84
Green Bay → Little Rock,9,1778.278888888889,1767.36
El Paso → Washington,9,3982.531111111111,3922.75
Tulsa → Boston,9,3462.5155555555557,3456.86
Green Bay → Kansas City,9,1089.1622222222222,1130.06
Green Bay → Indianapolis,9,1122.5044444444443,1112.23
Boston → Amarillo,9,4265.2266666666665,4738.84
Albany → Milwaukee,9,2607.5766666666664,2166.34
Albany → Little Rock,9,2941.4955555555553,2952.81
Albany → Tampa,9,3236.0488888888885,3150.87
Albany → Raleigh,9,1669.7077777777777,1607.62
Chattanooga → Green Bay,9,1630.357777777778,1606.51
Green Bay → Buffalo,9,1302.2311111111112,1290.03
Tucson → Savannah,9,4186.1,4203.74
Cincinnati → Detroit,9,1312.7777777777778,1292.92
Cincinnati → Washington,9,1377.2744444444443,1366.36
Green Bay → Richmond,9,2245.052222222222,1745.48
Birmingham → Toledo,9,1598.9822222222222,1597.46
Bakersfield → Raleigh,9,4927.997777777778,4879.13
Reno → Fresno,9,1125.541111111111,1102.76
Detroit → Tucson,9,4071.1166666666663,3994.47
Fort Wayne → Little Rock,9,1577.1566666666668,1561.33
Raleigh → Shreveport,9,2256.817777777778,2253.22
Kansas City → Dallas,9,1458.221111111111,1442.89
Dallas → Buffalo,9,2658.3333333333335,2567.8
Reno → Raleigh,9,5037.254444444445,5134.58
Tulsa → Salt Lake City,9,2543.8811111111113,2475.5
Albany → Indianapolis,9,2398.33,2395.25
Washington → Oklahoma City,9,3108.4666666666667,3210.74
Washington → Cincinnati,9,1689.191111111111,1419.07
Fresno → Albuquerque,8,1632.20125,1627.9299999999998
Fresno → Baltimore,8,5826.215,5918.59
New Orleans → Amarillo,8,1901.44375,1904.955
New Orleans → Charleston,8,1925.4875000000002,1912.0500000000002
Nashville → Louisville,8,510.51874999999995,504.69
Nashville → Madison,8,1258.04625,1245.805
New Orleans → New York,8,2747.345,2683.255
Charleston → Toledo,8,1431.99875,1427.55
Tulsa → Buffalo,8,2452.74,2432.16
Tulsa → Charleston,8,2292.72375,2293.615
Tulsa → New York,8,3101.10625,3099.825
Reno → Lubbock,8,2932.285,2939.34
Milwaukee → Detroit,8,970.3575,946.665
Raleigh → Reno,8,4454.62875,4867.535
Raleigh → San Antonio,8,3150.84,3133.3450000000003
Houston → Austin,8,976.46,960.05
Houston → Corpus Christi,8,605.17875,597.145
Houston → Dallas,8,346.155,341.62
Baton Rouge → San Francisco,8,4182.2787499999995,4184.22
Kansas City → Little Rock,8,1099.4675,1106.885
Detroit → Tulsa,8,2329.88,2338.61
Reno → Baltimore,8,5178.33125,5110.03
